study,source,dbase,Inst,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_request,hcp_variable_upload,specialty_code,requested_python
HCPD,REDCap,hcpdchild hcpd18,,ale14_2,,,,phenx_su01,fam_mem_emo_mental_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale14_2,,"studydata.ale14_2=studydata.ale14_2.str.replace('2','3'); studydata.ale14_2.str.replace('1','2');studydata.ale14_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale15,,,,phenx_su01,sibling_left_home,,,,,,,,ale15,,
HCPD,REDCap,hcpdchild hcpd18,,ale15_1,,,,phenx_su01,sibling_left_home_exp,,,,,,,,ale15_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale15_2,,,,phenx_su01,sibling_left_home_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale15_2,,"studydata.ale15_2=studydata.ale15_2.str.replace('2','3'); studydata.ale15_2.str.replace('1','2');studydata.ale15_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale16,,,,phenx_su01,victim_crime_assualt,,,,,,,,ale16,,
HCPD,REDCap,hcpdchild hcpd18,,ale16_1,,,,phenx_su01,victim_crime_assualt_exp,,,,,,,,ale16_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale16_2,,,,phenx_su01,victim_crime_assualt_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale16_2,,"studydata.ale16_2=studydata.ale16_2.str.replace('2','3'); studydata.ale16_2.str.replace('1','2');studydata.ale16_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale17,,,,phenx_su01,parents_sep_12mons,,,,,,,,ale17,,
HCPD,REDCap,hcpdchild hcpd18,,ale17_1,,,,phenx_su01,parents_sep_12mons_exp,,,,,,,,ale17_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale17_2,,,,phenx_su01,parents_sep_12mons_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale17_2,,"studydata.ale17_2=studydata.ale17_2.str.replace('2','3'); studydata.ale17_2.str.replace('1','2');studydata.ale17_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale18,,,,phenx_su01,parents_trouble_law,,,,,,,,ale18,,
HCPD,REDCap,hcpdchild hcpd18,,ale18_1,,,,phenx_su01,parents_trouble_law_exp,,,,,,,,ale18_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale18_2,,,,phenx_su01,parents_trouble_law_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale18_2,,"studydata.ale18_2=studydata.ale18_2.str.replace('2','3'); studydata.ale18_2.str.replace('1','2');studydata.ale18_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale19,,,,phenx_su01,attended_new_school,,,,,,,,ale19,,
HCPD,REDCap,hcpdchild hcpd18,,ale19_1,,,,phenx_su01,attended_new_school_exp,,,,,,,,ale19_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale19_2,,,,phenx_su01,attended_new_school_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale19_2,,"studydata.ale19_2=studydata.ale19_2.str.replace('2','3'); studydata.ale19_2.str.replace('1','2');studydata.ale19_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale20,,,,phenx_su01,family_moved,,,,,,,,ale20,,
HCPD,REDCap,hcpdchild hcpd18,,ale20_1,,,,phenx_su01,family_moved_exp,,,,,,,,ale20_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale20_2,,,,phenx_su01,family_moved_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale20_2,,"studydata.ale20_2=studydata.ale20_2.str.replace('2','3'); studydata.ale20_2.str.replace('1','2');studydata.ale20_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale21,,,,phenx_su01,parents_divorced,,,,,,,,ale21,,
HCPD,REDCap,hcpdchild hcpd18,,ale21_1,,,,phenx_su01,parents_divorced_exp,,,,,,,,ale21_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale21_2,,,,phenx_su01,parents_divorced_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale21_2,,"studydata.ale21_2=studydata.ale21_2.str.replace('2','3'); studydata.ale21_2.str.replace('1','2');studydata.ale21_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale22,,,,phenx_su01,parent_went_to_jail,,,,,,,,ale22,,
HCPD,REDCap,hcpdchild hcpd18,,ale22_1,,,,phenx_su01,parent_went_to_jail_exp,,,,,,,,ale22_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale22_2,,,,phenx_su01,parent_went_to_jail_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale22_2,,"studydata.ale22_2=studydata.ale22_2.str.replace('2','3'); studydata.ale22_2.str.replace('1','2');studydata.ale22_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale23,,,,phenx_su01,new_stepparent,,,,,,,,ale23,,
HCPD,REDCap,hcpdchild hcpd18,,ale23_1,,,,phenx_su01,new_stepparent_exp,,,,,,,,ale23_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale23_2,,,,phenx_su01,new_stepparent_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale23_2,,"studydata.ale23_2=studydata.ale23_2.str.replace('2','3'); studydata.ale23_2.str.replace('1','2');studydata.ale23_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale24,,,,phenx_su01,parent_new_job,,,,,,,,ale24,,
HCPD,REDCap,hcpdchild hcpd18,,ale24_1,,,,phenx_su01,parent_new_job_exp,,,,,,,,ale24_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale24_2,,,,phenx_su01,parent_new_job_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale24_2,,"studydata.ale24_2=studydata.ale24_2.str.replace('2','3'); studydata.ale24_2.str.replace('1','2');studydata.ale24_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale25,,,,phenx_su01,new_sibling,,,,,,,,ale25,,
HCPD,REDCap,hcpdchild hcpd18,,ale25_1,,,,phenx_su01,new_sibling_exp,,,,,,,,ale25_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale25_2,,,,phenx_su01,new_sibling_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale25_2,,"studydata.ale25_2=studydata.ale25_2.str.replace('2','3'); studydata.ale25_2.str.replace('1','2');studydata.ale25_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,dummy_var16,,,,phenx_su01,version_form,,,,,,,"Please use the 'version_form' column to label each row ""Past year"".",version_form,,studydata['version_form']='Past year'
HCPD,REDCap,hcpdchild hcpd18,,nida_y_alclife1,,,,phenx_su01,alc_lifetime_use,,,,,,,,nida_y_alclife1,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_alclife2,,,,phenx_su01,alc_first_use_age,,,,,,,,nida_y_alclife2,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_alclife3,,,,phenx_su01,alc_30day_freq,,,,,,,,nida_y_alclife3,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_alclife4,,,,phenx_su01,alc_30day_quantity,,,,,,,,nida_y_alclife4,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco,,,,phenx_su01,cig_smoking,,,,,,,,nida_y_tobaco,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco1,,,,phenx_su01,cig_smoking1_100,,,,,,,,nida_y_tobaco1,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco2,,,,phenx_su01,cig_smoking1_current,,,,,,,,nida_y_tobaco2,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco3,,,,phenx_su01,cig_smoking_evryday_1mon,,,,,,,Please recode 999 as 97.,nida_y_tobaco3,,"studydata.nida_y_tobaco3=studydata.nida_y_tobaco3.str.replace('999','97')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco_type,,,,phenx_su01,nida_y_tobaco_type,,,,,,,,nida_y_tobaco_type,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco4,,,,phenx_su01,first_cig_smoke_evryday_age1,,,,,,,,nida_y_tobaco4,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco5,,,,phenx_su01,first_cig_smoke_reg_age,,,,,,,,nida_y_tobaco5,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco6,,,,phenx_su01,cigarette_30day_smoking,,,,,,,,nida_y_tobaco6,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco6a,,,,phenx_su01,freq_30day_count,,,,,,,,nida_y_tobaco6a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco6b,,,,phenx_su01,freq_30day_estimate,,,,,,,Please recode 3 as 2 and 6 as 3.,nida_y_tobaco6b,,"studydata.nida_y_tobaco6b=studydata.nida_y_tobaco6b.str.replace('3','2');studydata.nida_y_tobaco6b.str.replace('6','3')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_tobaco7,,,,phenx_su01,quantity_30day,,,,,,,"Please recode 1 as 2, 2 as 3, and 6 as 4.",nida_y_tobaco7,,"studydata.nida_y_tobaco7=studydata.nida_y_tobaco7.str.replace('6','4'); studydata.nida_y_tobaco7=studydata.nida_y_tobaco7.str.replace('2','3');studydata.nida_y_tobaco7=studydata.nida_y_tobaco7.str.replace('1','2')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug1,,,,phenx_su01,lifetime_use_sedatives,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug1,,"studydata.nida_y_drug1=studydata.nida_y_drug1.str.replace('1','Yes'); studydata.nida_y_drug1=studydata.nida_y_drug1.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug1a,,,,phenx_su01,first_use_age_sedatives,,,,,,,,nida_y_drug1a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug1b,,,,phenx_su01,frquency_sedatives_code,,,,,,,,nida_y_drug1b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug2,,,,phenx_su01,lifetime_use_tranq,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug2,,"studydata.nida_y_drug2=studydata.nida_y_drug2.str.replace('1','Yes'); studydata.nida_y_drug2=studydata.nida_y_drug2.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug2a,,,,phenx_su01,first_use_age_tranq,,,,,,,,nida_y_drug2a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug2b,,,,phenx_su01,frquency_tranquilzers_code,,,,,,,,nida_y_drug2b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug3,,,,phenx_su01,lifetime_use_painkillers,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug3,,"studydata.nida_y_drug3=studydata.nida_y_drug3.str.replace('1','Yes'); studydata.nida_y_drug3=studydata.nida_y_drug3.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug3a,,,,phenx_su01,first_use_age_painkillers,,,,,,,,nida_y_drug3a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug3b,,,,phenx_su01,frquency_painkillers_code,,,,,,,,nida_y_drug3b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug4,,,,phenx_su01,lifetime_use_stimulants,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug4,,"studydata.nida_y_drug4=studydata.nida_y_drug4.str.replace('1','Yes'); studydata.nida_y_drug4=studydata.nida_y_drug4.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug4a,,,,phenx_su01,first_use_age_stimulants,,,,,,,,nida_y_drug4a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug4b,,,,phenx_su01,frquency_stimulants_code,,,,,,,,nida_y_drug4b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug5,,,,phenx_su01,lifetime_use_marijuana,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug5,,"studydata.nida_y_drug5=studydata.nida_y_drug5.str.replace('1','Yes'); studydata.nida_y_drug5=studydata.nida_y_drug5.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug5a,,,,phenx_su01,first_use_age_marijuana,,,,,,,,nida_y_drug5a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug5b,,,,phenx_su01,frquency_marijuana_code,,,,,,,,nida_y_drug5b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug6,,,,phenx_su01,lifetime_use_cocaine,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug6,,"studydata.nida_y_drug6=studydata.nida_y_drug6.str.replace('1','Yes'); studydata.nida_y_drug6=studydata.nida_y_drug6.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug6a,,,,phenx_su01,first_use_age_cocaine,,,,,,,,nida_y_drug6a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug6b,,,,phenx_su01,frquency_cocaine_code,,,,,,,,nida_y_drug6b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug7,,,,phenx_su01,lifetime_use_halluc,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug7,,"studydata.nida_y_drug7=studydata.nida_y_drug7.str.replace('1','Yes'); studydata.nida_y_drug7=studydata.nida_y_drug7.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug7a,,,,phenx_su01,first_use_age_halluc,,,,,,,,nida_y_drug7a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug7b,,,,phenx_su01,frquency_hallucinogens_code,,,,,,,,nida_y_drug7b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug8,,,,phenx_su01,lifetime_use_inhalant,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug8,,"studydata.nida_y_drug8=studydata.nida_y_drug8.str.replace('1','Yes'); studydata.nida_y_drug8=studydata.nida_y_drug8.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug8a,,,,phenx_su01,first_use_age_inhalant,,,,,,,,nida_y_drug8a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug8b,,,,phenx_su01,frquency_inhalant_code,,,,,,,,nida_y_drug8b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug9,,,,phenx_su01,lifetime_use_heroin,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug9,,"studydata.nida_y_drug9=studydata.nida_y_drug9.str.replace('1','Yes'); studydata.nida_y_drug9=studydata.nida_y_drug9.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug9a,,,,phenx_su01,first_use_age_heroin,,,,,,,,nida_y_drug9a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug9b,,,,phenx_su01,frquency_heroin_code,,,,,,,,nida_y_drug9b,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug10,,,,phenx_su01,llifetime_use_other,,,,,,,Please recode 1 as Yes and 2 as No.,nida_y_drug10,,"studydata.nida_y_drug10=studydata.nida_y_drug10.str.replace('1','Yes'); studydata.nida_y_drug10=studydata.nida_y_drug10.str.replace('2','No')"
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug10other,,,,phenx_su01,otdrug,,,,,,,,nida_y_drug10other,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug10a,,,,phenx_su01,first_use_age_other,,,,,,,,nida_y_drug10a,,
HCPD,REDCap,hcpdchild hcpd18,,nida_y_drug10b,,,,phenx_su01,frquency_other_code,,,,,,,,nida_y_drug10b,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_1,,,,pds01,pds_1,,,,,,,,pds_sub_1,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_2,,,,pds01,pds_2,,,,,,,,pds_sub_2,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_3,,,,pds01,pds_3,,,,,,,,pds_sub_3,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_b4,,,,pds01,pds_4,,,,,,,,pds_sub_b4,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_b5,,,,pds01,pds_5,,,,,,,,pds_sub_b5,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_g4,,,,pds01,pds_6,,,,,,,,pds_sub_g4,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_g5a,,,,pds01,pds_7,,,,,,,,pds_sub_g5a,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_mss_date,,,,pds01,pubertyg_15,,,,,,,,pds_sub_mss_date,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_mss_last,,,,pds01,menstrualcycle1_y,,,,,,,,pds_sub_mss_last,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_mss_average,,,,pds01,menstrualcycle2_y,,,,,,,,pds_sub_mss_average,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_mss_regular,,,,pds01,gynecological_hist_6,,,,,,,,pds_sub_mss_regular,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_mss_bcontrol,,,,pds01,menstrualcycle4_y,,,,,,,,pds_sub_mss_bcontrol,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_mss_premenstrual,,,,pds01,menstrualcycle5_y,,,,,,,,pds_sub_mss_premenstrual,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_mss_relation,,,,pds01,menstrualcycle6_y,,,,,,,,pds_sub_mss_relation,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_10,,,,pds01,pds_7b_pv,,,,,,,,pds_sub_10,,
HCPD,REDCap,hcpdchild hcpd18,,pds_sub_score,,,,pds01,pds_pv_boy_tanner,,,,,,,Please split this column into two separate columns. Male participants' data can go to 'pds_pv_boy_tanner'. Female participants' data belong in 'pds_pv_girl_tanner'.,pds_pv_boy_tanner,,"studydata['pds_pv_boy_tanner']=studydata.pds_sub_score; studydata.loc[studydata.gender=='F','pds_pv_boy_tanner']='';"
HCPD,REDCap,hcpdchild hcpd18,,dummy_var11,,,,pds01,pds_pv_girl_tanner,,,,,,,,pds_pv_girl_tanner,,"studydata['pds_pv_girl_tanner']=studydata.pds_sub_score; studydata.loc[studydata.gender=='M','pds_pv_girl_tanner']='';"
HCPD,REDCap,hcpdchild hcpd18,,pubertal_sub_fb,,,,pds01,pubertyg_19,,,,,,,,pubertal_sub_fb,,
HCPD,REDCap,hcpdchild hcpd18,,pubertal_sub_fp,,,,pds01,pubertyg_20,,,,,,,,pubertal_sub_fp,,
HCPD,REDCap,hcpdchild hcpd18,,mstrl_sub1a,,,,pds01,midihist_029a,,,,,,,Please change numeric codes to the text strings they represent.,mstrl_sub1a,,"studydata.loc[studydata.mstrl_sub1a=='1','mstrl_sub1a']='Hypothyroidism'; studydata.loc[studydata.mstrl_sub1a=='2','mstrl_sub1a']='No hypothyroidism'"
HCPD,REDCap,hcpdchild hcpd18,,mstrl_sub1b,,,,pds01,midihist_030a,,,,,,,Please change numeric codes to the text strings they represent.,mstrl_sub1b,,"studydata.loc[studydata.mstrl_sub1b=='1','mstrl_sub1b']='Hyperthyroidism'; studydata.loc[studydata.mstrl_sub1b=='2','mstrl_sub1b']='No hyperthyroidism'"
HCPD,REDCap,hcpdchild hcpd18,,mstrl_sub1c,,,,pds01,scq_24_a,,,,,,,,mstrl_sub1c,,
HCPD,REDCap,hcpdchild hcpd18,,mstrl_sub1a_age,,,,pds01,hypoage,,,,,,,,mstrl_sub1a_age,,
HCPD,REDCap,hcpdchild hcpd18,,mstrl_sub1b_age,,,,pds01,hyperage,,,,,,,,mstrl_sub1b_age,,
HCPD,REDCap,hcpdchild hcpd18,,mstrl_sub1c_age,,,,pds01,cirsg_13_endocrine_condn,,,,,,,"Please prepend ""Age at onset: "" to ages.",mstrl_sub1c_age,,"studydata['newstring']='Age at onset: '+studydata.mstrl_sub1c_age; studydata.loc[studydata.mstrl_sub1c_age=='','newstring']=''"
HCPD,REDCap,hcpdchild hcpd18,,pubertal_sub_mp,,,,pds01,pubertyb_17,,,,,,,,pubertal_sub_mp,,
HCPD,REDCap,hcpdchild hcpd18,,pubertal_sub_mh,,,,pds01,pubertyb_18,,,,,,,,pubertal_sub_mh,,
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.valid_code,,,,er4001,version_form,,,,,,,,K_ER40D_valid_code,,penn['K_ER40D_valid_code']=penn['K_ER40D.valid_code']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_CR,,,,er4001,er40_c_cr,,,,,,,,K_ER40D_ER40_CR,,penn['K_ER40D_ER40_CR']=penn['K_ER40D.ER40_CR']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_CRT,,,,er4001,er40_c_rtcr,,,,,,,,K_ER40D_ER40_CRT,,penn['K_ER40D_ER40_CRT']=penn['K_ER40D.ER40_CRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40ANG,,,,er4001,er40_c_ang,,,,,,,,K_ER40D_ER40ANG,,penn['K_ER40D_ER40ANG']=penn['K_ER40D.ER40ANG']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40FEAR,,,,er4001,er40_c_fear,,,,,,,,K_ER40D_ER40FEAR,,penn['K_ER40D_ER40FEAR']=penn['K_ER40D.ER40FEAR']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40HAP,,,,er4001,er40_c_hap,,,,,,,,K_ER40D_ER40HAP,,penn['K_ER40D_ER40HAP']=penn['K_ER40D.ER40HAP']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40NOE,,,,er4001,er40_c_noe,,,,,,,,K_ER40D_ER40NOE,,penn['K_ER40D_ER40NOE']=penn['K_ER40D.ER40NOE']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40SAD,,,,er4001,er40_c_sad,,,,,,,,K_ER40D_ER40SAD,,penn['K_ER40D_ER40SAD']=penn['K_ER40D.ER40SAD']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40ANGRT,,,,er4001,er40_d_angrt,,,,,,,,K_ER40D_ER40ANGRT,,penn['K_ER40D_ER40ANGRT']=penn['K_ER40D.ER40ANGRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40FEARRT,,,,er4001,er40_d_fearrt,,,,,,,,K_ER40D_ER40FEARRT,,penn['K_ER40D_ER40FEARRT']=penn['K_ER40D.ER40FEARRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40HAPRT,,,,er4001,er40_d_haprt,,,,,,,,K_ER40D_ER40HAPRT,,penn['K_ER40D_ER40HAPRT']=penn['K_ER40D.ER40HAPRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40NOERT,,,,er4001,er40_d_noert,,,,,,,,K_ER40D_ER40NOERT,,penn['K_ER40D_ER40NOERT']=penn['K_ER40D.ER40NOERT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40SADRT,,,,er4001,er40_d_sadrt,,,,,,,,K_ER40D_ER40SADRT,,penn['K_ER40D_ER40SADRT']=penn['K_ER40D.ER40SADRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPA,,,,er4001,er40_c_fpa,,,,,,,,K_ER40D_ER40_FPA,,penn['K_ER40D_ER40_FPA']=penn['K_ER40D.ER40_FPA']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPF,,,,er4001,er40_c_fpf,,,,,,,,K_ER40D_ER40_FPF,,penn['K_ER40D_ER40_FPF']=penn['K_ER40D.ER40_FPF']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPH,,,,er4001,er40_c_fph,,,,,,,,K_ER40D_ER40_FPH,,penn['K_ER40D_ER40_FPH']=penn['K_ER40D.ER40_FPH']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPN,,,,er4001,er40_c_fpn,,,,,,,,K_ER40D_ER40_FPN,,penn['K_ER40D_ER40_FPN']=penn['K_ER40D.ER40_FPN']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPS,,,,er4001,er40_c_fps,,,,,,,,K_ER40D_ER40_FPS,,penn['K_ER40D_ER40_FPS']=penn['K_ER40D.ER40_FPS']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPART,,,,er4001,er40_c_fpart,,,,,,,,K_ER40D_ER40_FPART,,penn['K_ER40D_ER40_FPART']=penn['K_ER40D.ER40_FPART']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPFRT,,,,er4001,er40_c_fpfrt,,,,,,,,K_ER40D_ER40_FPFRT,,penn['K_ER40D_ER40_FPFRT']=penn['K_ER40D.ER40_FPFRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPHRT,,,,er4001,er40_c_fphrt,,,,,,,,K_ER40D_ER40_FPHRT,,penn['K_ER40D_ER40_FPHRT']=penn['K_ER40D.ER40_FPHRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPNRT,,,,er4001,er40_c_fpnrt,,,,,,,,K_ER40D_ER40_FPNRT,,penn['K_ER40D_ER40_FPNRT']=penn['K_ER40D.ER40_FPNRT']
HCPD,box.wustl.edu,592325063896,Behavioral Data - Snapshots/UPenn CNP/PennCNP_Snapshot_*.csv,K_ER40D.ER40_FPSRT,,,,er4001,er40_c_fpsrt,,,,,,,,K_ER40D_ER40_FPSRT,,penn['K_ER40D_ER40_FPSRT']=penn['K_ER40D.ER40_FPSRT']
